"No.","Time","Source","Destination","Protocol","Length","Info"
"18","0.749536117","192.168.209.97","163.172.208.7","UDP","114","35146  >  33445 Len=72"
"19","0.749547976","192.168.209.97","163.172.208.7","UDP","114","34304  >  33446 Len=72"
"20","0.749561524","192.168.209.97","163.172.208.7","UDP","114","56368  >  33447 Len=72"
"21","0.749573943","192.168.209.97","163.172.208.7","UDP","114","56000  >  33448 Len=72"
"22","0.749586422","192.168.209.97","163.172.208.7","UDP","114","55116  >  33449 Len=72"
"23","0.757341147","192.168.209.220","192.168.209.97","ICMP","142","Time-to-live exceeded (Time to live exceeded in transit)"
"24","0.757341374","192.168.209.220","192.168.209.97","ICMP","142","Time-to-live exceeded (Time to live exceeded in transit)"
"25","0.757341426","192.168.209.220","192.168.209.97","ICMP","142","Time-to-live exceeded (Time to live exceeded in transit)"
"26","0.757341473","192.168.209.220","192.168.209.97","ICMP","142","Time-to-live exceeded (Time to live exceeded in transit)"
"27","0.757341525","192.168.209.220","192.168.209.97","ICMP","142","Time-to-live exceeded (Time to live exceeded in transit)"
"28","0.757892062","192.168.209.97","192.168.209.220","DNS","88","Standard query 0xf304 PTR 220.209.168.192.in-addr.arpa"
"29","0.807936793","56.8.174.209","192.168.209.97","ICMP","70","Time-to-live exceeded (Time to live exceeded in transit)"
"30","0.812545310","56.8.174.205","192.168.209.97","ICMP","70","Time-to-live exceeded (Time to live exceeded in transit)"
"31","0.818519739","56.8.174.181","192.168.209.97","ICMP","70","Time-to-live exceeded (Time to live exceeded in transit)"
"32","0.824586123","56.8.174.201","192.168.209.97","ICMP","70","Time-to-live exceeded (Time to live exceeded in transit)"
