1.00609,0,536
1.01265,536,1072
1.01964,1072,1608
1.02663,1608,2144
1.03314,2144,2680
1.03408,2680,3216
1.04013,3216,3752
1.04107,3752,4288
1.04202,4288,4824
1.04703,4824,5360
1.05499,5360,5896
1.05593,5896,6432
1.0567,6432,6968
1.07099,6968,7504
1.07193,7504,8040
1.0727,8040,8576
1.08699,8576,9112
1.08793,9112,9648
1.0887,9648,10184
1.10299,10184,10720
1.10393,10720,11256
1.1047,11256,11792
1.11899,11792,12328
1.11993,12328,12864
1.1207,12864,13400
1.13499,13400,13936
1.13593,13936,14472
1.1367,14472,15008
1.15099,15008,15544
1.15193,15544,16080
1.1527,16080,16616
1.16699,16616,17152
1.16793,17152,17688
1.1687,17688,18224
1.18299,18224,18760
1.18393,18760,19296
1.1847,19296,19832
1.19899,19832,20368
1.19993,20368,20904
1.2007,20904,21440
1.21499,21440,21976
1.21593,21976,22512
1.2167,22512,23048
1.23099,23048,23584
1.23193,23584,24120
1.2327,24120,24656
1.24699,24656,25192
1.24793,25192,25728
1.2487,25728,26264
1.26299,26264,26800
1.26393,26800,27336
1.2647,27336,27872
1.27899,27872,28408
1.27993,28408,28944
1.2807,28944,29480
1.29499,29480,30016
1.29593,30016,30552
1.2967,30552,31088
1.31099,31088,31624
1.31193,31624,32160
1.3127,32160,32696
1.32699,32696,33232
1.32793,33232,33768
1.3287,33768,34304
1.34299,34304,34840
1.34393,34840,35376
1.3447,35376,35912
1.35899,35912,36448
1.35993,36448,36984
1.3607,36984,37520
1.37499,37520,38056
1.37593,38056,38592
1.3767,38592,39128
1.39099,39128,39664
1.39193,39664,40200
1.3927,40200,40736
1.40699,40736,41272
1.40793,41272,41808
1.4087,41808,42344
1.42299,42344,42880
1.42393,42880,43416
1.4247,43416,43952
1.43899,43952,44488
1.43993,44488,45024
1.4407,45024,45560
1.45499,45560,46096
1.45593,46096,46632
1.4567,46632,47168
1.47099,47168,47704
1.47193,47704,48240
1.4727,48240,48776
1.48699,48776,49312
1.48793,49312,49848
1.4887,49848,50384
1.50299,50384,50920
1.50393,50920,51456
1.5047,51456,51992
1.51899,51992,52528
1.51993,52528,53064
1.5207,53064,53600
1.53499,53600,54136
1.53593,54136,54672
1.5367,54672,55208
1.55099,55208,55744
1.55193,55744,56280
1.5527,56280,56816
1.56699,56816,57352
1.56793,57352,57888
1.5687,57888,58424
1.58299,58424,58960
1.58393,58960,59496
1.5847,59496,60032
1.59899,60032,60568
1.59993,60568,61104
1.6007,61104,61640
1.61499,61640,62176
1.61593,62176,62712
1.6167,62712,63248
1.63099,63248,63784
1.63193,63784,64320
1.6327,64320,64856
1.64699,64856,65392
1.64793,65392,65928
1.6487,65928,66464
1.66299,66464,67000
1.66393,67000,67536
1.6647,67536,68072
1.67899,68072,68608
1.67993,68608,69144
1.6807,69144,69680
1.69499,69680,70216
1.69593,70216,70752
1.6967,70752,71288
1.71099,71288,71824
1.71193,71824,72360
1.7127,72360,72896
1.72699,72896,73432
1.72793,73432,73968
1.7287,73968,74504
1.74299,74504,75040
1.74393,75040,75576
1.7447,75576,76112
1.75899,76112,76648
1.75993,76648,77184
1.7607,77184,77720
1.77499,77720,78256
1.77593,78256,78792
1.7767,78792,79328
1.79099,79328,79864
1.79193,79864,80400
1.7927,80400,80936
1.80699,80936,81472
1.80793,81472,82008
1.8087,82008,82544
1.82299,82544,83080
1.82393,83080,83616
1.8247,83616,84152
1.83899,84152,84688
1.83993,84688,85224
1.8407,85224,85760
1.85499,85760,86296
1.85593,86296,86832
1.8567,86832,87368
1.87099,87368,87904
1.87193,87904,88440
1.8727,88440,88976
1.88699,88976,89512
1.88793,89512,90048
1.8887,90048,90584
1.90299,90584,91120
1.90393,91120,91656
1.9047,91656,92192
1.91899,92192,92728
1.91993,92728,93264
1.9207,93264,93800
1.93499,93800,94336
1.93593,94336,94872
1.9367,94872,95408
