1.00606,0,536
1.01243,536,1072
1.01909,1072,1608
1.02575,1608,2144
1.03209,2144,2680
1.03272,2680,3216
1.03875,3216,3752
1.03938,3752,4288
1.04001,4288,4824
1.04541,4824,5360
1.04604,5360,5896
1.04667,5896,6432
1.0473,6432,6968
1.05175,6968,7504
1.05238,7504,8040
1.05301,8040,8576
1.05364,8576,9112
1.05427,9112,9648
1.0581,9648,4288
1.06791,4288,4355
1.06854,4355,4420
1.06916,4420,4484
1.07079,4484,4548
1.07456,4548,4611
1.07519,4611,4673
1.07582,4673,4734
1.07745,4734,4794
1.08122,4794,4853
1.08185,4853,4912
1.08248,4912,4970
1.0841,4970,5027
1.08788,5027,5084
1.08851,5084,5140
1.08914,5140,5195
1.09045,5195,5250
1.09422,5250,5304
1.09485,5304,5358
1.09548,5358,5411
1.09679,5411,5464
1.10057,5464,5516
1.1012,5516,5568
1.10246,5568,2144
1.1215,2144,2278
1.12722,2278,2404
1.12816,2404,2523
1.13388,2523,2636
1.13482,2636,2744
1.14053,2744,2848
1.14148,2848,2948
1.14688,2948,3045
1.14782,3045,3139
1.15322,3139,3230
1.15416,3230,3318
1.15956,3318,3404
1.16019,3404,3488
1.16082,3488,3570
1.16622,3570,3650
1.16685,3650,3728
1.16748,3728,3805
1.17288,3805,3880
1.17351,3880,3954
1.17414,3954,4026
1.17922,4026,4097
1.17985,4097,4167
1.18048,4167,4235
1.18557,4235,4302
1.1862,4302,4368
1.18683,4368,4433
1.19191,4433,4497
1.19254,4497,4560
1.19317,4560,4623
1.1938,4623,4685
1.19857,4685,4746
1.1992,4746,4806
1.19983,4806,4865
1.20046,4865,4924
1.20523,4924,4982
1.20586,4982,5039
1.20649,5039,5096
1.20711,5096,5152
1.21157,5152,5207
1.2122,5207,5262
1.21283,5262,5316
1.21346,5316,5370
1.21791,5370,5423
1.21854,5423,5475
1.21917,5475,5527
1.2198,5527,5578
1.22043,5578,5629
1.22457,5629,5680
1.2252,5680,5730
1.22583,5730,5780
1.22646,5780,5829
1.22709,5829,5878
1.23123,5878,5926
1.23186,5926,5974
1.23249,5974,6022
1.23312,6022,6069
1.23375,6069,6116
1.23789,6116,6162
1.23852,6162,6208
1.23915,6208,6254
1.23978,6254,6299
1.24041,6299,6344
1.24423,6344,6389
1.24486,6389,6433
1.24549,6433,6477
1.24612,6477,6521
1.24675,6521,6565
1.25057,6565,6608
1.2512,6608,6651
1.25183,6651,6694
1.25246,6694,6736
1.25309,6736,6778
1.25372,6778,6820
1.25723,6820,6862
1.25786,6862,6903
1.25849,6903,6944
1.25912,6944,6985
1.25975,6985,7026
1.26038,7026,7066
1.26389,7066,7106
1.26452,7106,7146
1.26515,7146,7186
1.26578,7186,7225
1.26641,7225,7264
1.26704,7264,7303
1.27023,7303,7342
1.27086,7342,7381
1.27149,7381,7419
1.27212,7419,7457
1.27275,7457,7495
1.27338,7495,7533
1.27658,7533,7571
1.27721,7571,7608
1.27784,7608,7645
1.27847,7645,7682
1.2791,7682,7719
1.27972,7719,7756
1.28035,7756,7793
1.28324,7793,7829
1.28387,7829,7865
1.28449,7865,7901
1.28512,7901,7937
1.28575,7937,7973
1.28638,7973,8009
1.28701,8009,8044
1.28989,8044,8079
1.29052,8079,8114
1.29115,8114,8149
1.29178,8149,8184
1.29241,8184,8219
1.29304,8219,8253
1.29362,8253,8287
1.29624,8287,8321
1.29687,8321,8355
1.29738,8355,8389
1.29946,8389,8423
1.30009,8423,8457
1.3006,8457,8490
1.30426,8490,8523
1.30489,8523,8556
1.3054,8556,8589
1.30906,8589,8622
1.30969,8622,8655
1.3102,8655,8688
1.31386,8688,8721
1.31449,8721,8753
1.315,8753,8785
1.31961,8785,1928
1.3323,1928,2077
1.33678,2077,2215
1.34313,2215,2344
1.34979,2344,1072
1.36248,1072,1340
1.36914,1340,1554
