1.00619,0,536
1.0133,536,1072
1.02128,1072,1608
1.02925,1608,2144
1.03628,2144,2680
1.03817,2680,3216
1.04426,3216,3752
1.04614,3752,4288
1.04803,4288,4824
1.05223,4824,5360
1.05412,5360,4288
1.06564,4288,4355
1.07999,4355,3752
1.09763,3752,3828
1.10563,3828,3903
1.11363,3903,3976
1.12163,3976,4048
1.12963,4048,4118
1.13763,4118,4187
1.14563,4187,4255
1.15363,4255,4322
1.16163,4322,4388
1.16963,4388,4453
1.17763,4453,4517
1.18563,4517,4580
1.19363,4580,4642
1.20164,4642,3752
1.23363,3752,3828
1.24163,3828,3903
1.24963,3903,3976
1.25763,3976,4048
1.26563,4048,4118
1.27363,4118,4187
1.28163,4187,4255
1.28963,4255,4322
1.29763,4322,4388
1.30563,4388,4453
1.31363,4453,4517
1.32163,4517,4580
1.32963,4580,4642
1.33763,4642,4703
1.34563,4703,4764
1.35363,4764,4824
1.36163,4824,4883
1.36963,4883,4941
1.37763,4941,4999
1.38563,4999,5056
1.39363,5056,5112
1.40163,5112,5168
1.40963,5168,5223
1.41763,5223,5278
1.42563,5278,5332
1.43363,5332,5385
1.44163,5385,5438
1.44963,5438,5490
1.45763,5490,5542
1.46563,5542,5593
1.47363,5593,5644
1.48163,5644,5694
1.48963,5694,5744
1.49763,5744,5794
1.50563,5794,5843
1.51363,5843,5892
1.52163,5892,5940
1.52963,5940,5988
1.53763,5988,6035
1.54563,6035,6082
1.55363,6082,6129
1.56163,6129,6175
1.56963,6175,6221
1.57763,6221,6267
1.58563,6267,6312
1.59363,6312,6357
1.60163,6357,6402
1.60963,6402,6446
1.61763,6446,6490
1.62563,6490,6534
1.63363,6534,6577
1.64163,6577,6620
1.64963,6620,6663
1.65763,6663,6706
1.66563,6706,6748
1.67363,6748,6790
1.68163,6790,6832
1.68963,6832,6874
1.69763,6874,6915
1.70563,6915,6956
1.71363,6956,6997
1.72163,6997,7038
1.73694,7038,3752
1.76164,3752,3216
1.78397,3216,3305
1.78563,3305,3391
1.79363,3391,3475
1.80163,3475,3557
1.80963,3557,3637
1.81763,3637,3715
1.82563,3715,3792
1.83363,3792,3867
1.84163,3867,3941
1.84963,3941,4013
1.85763,4013,4084
1.86563,4084,4154
1.87363,4154,4223
1.88163,4223,4291
1.88963,4291,4357
1.89763,4357,4422
1.90563,4422,4486
1.91363,4486,4550
1.92163,4550,4613
1.92963,4613,4675
1.93763,4675,4736
1.94563,4736,4796
1.95363,4796,4855
1.96163,4855,4914
1.96963,4914,4972
1.97763,4972,5029
1.98563,5029,5086
1.99363,5086,5142
2.00163,5142,5197
2.00963,5197,5252
2.01763,5252,5306
2.02563,5306,5360
2.03363,5360,5413
2.04163,5413,5466
2.04963,5466,5518
2.05763,5518,5570
2.06563,5570,5621
2.07363,5621,5672
2.08163,5672,5722
2.08963,5722,5772
2.09763,5772,5821
2.10563,5821,5870
2.11363,5870,5918
2.12163,5918,5966
2.12963,5966,6014
2.13763,6014,6061
2.14563,6061,6108
2.15363,6108,6155
2.16163,6155,6201
2.16963,6201,6247
2.17763,6247,6292
2.18563,6292,6337
2.19363,6337,6382
2.20163,6382,6427
2.20963,6427,6471
2.21763,6471,6515
2.22563,6515,6559
2.23363,6559,6602
2.24163,6602,6645
2.24963,6645,6688
2.25763,6688,6730
2.26563,6730,6772
2.27363,6772,6814
2.28163,6814,6856
2.28963,6856,6897
2.29763,6897,6938
2.30563,6938,6979
2.31363,6979,7020
2.32163,7020,7060
2.32963,7060,7100
2.33763,7100,7140
2.34563,7140,7180
2.35363,7180,7220
2.36163,7220,7259
2.36963,7259,7298
2.37763,7298,7337
2.38563,7337,7376
2.39363,7376,7414
2.40163,7414,7452
2.40963,7452,7490
2.41763,7490,7528
2.42563,7528,7566
2.43363,7566,7603
2.44163,7603,7640
2.44963,7640,7677
2.45763,7677,7714
2.46563,7714,7751
2.47363,7751,7788
2.48163,7788,7824
2.48963,7824,7860
2.49763,7860,7896
2.50563,7896,7932
2.51363,7932,7968
2.52163,7968,8004
2.52963,8004,8039
2.53763,8039,8074
2.54563,8074,8109
2.55363,8109,8144
2.56163,8144,8179
2.56963,8179,8214
2.57763,8214,8248
2.58563,8248,8282
2.59363,8282,8316
2.60163,8316,8350
2.60963,8350,8384
2.61763,8384,8418
2.62563,8418,8452
2.63363,8452,8485
2.64163,8485,8518
2.64963,8518,8551
2.65763,8551,8584
2.66563,8584,8617
2.67363,8617,8650
2.68163,8650,8683
2.68963,8683,8716
2.69763,8716,8748
2.70563,8748,8780
2.71363,8780,8812
2.72163,8812,8844
2.72963,8844,8876
2.73763,8876,8908
2.74563,8908,8940
2.75363,8940,8972
2.76163,8972,9004
2.76963,9004,9035
2.77763,9035,9066
2.78563,9066,9097
2.79363,9097,9128
2.80163,9128,9159
2.80963,9159,9190
2.81763,9190,9221
2.82563,9221,9252
2.83363,9252,9283
2.84163,9283,9313
2.84963,9313,9343
2.85763,9343,9373
2.86563,9373,9403
2.87363,9403,9433
2.88163,9433,9463
2.88963,9463,9493
2.89763,9493,9523
2.90563,9523,9553
2.91363,9553,9583
2.92163,9583,9612
2.92963,9612,9641
2.93763,9641,9670
2.94563,9670,9699
2.95363,9699,9728
2.96163,9728,9757
2.96963,9757,9786
2.97763,9786,9815
2.98563,9815,9844
2.99363,9844,9873
3.00163,9873,9902
3.00963,9902,9931
3.01763,9931,9959
3.02563,9959,9987
3.03363,9987,10015
3.04163,10015,10043
3.04963,10043,10071
3.05763,10071,10099
3.06563,10099,10127
3.07363,10127,10155
3.08163,10155,10183
3.08963,10183,10211
3.09763,10211,10239
3.10563,10239,10267
3.11363,10267,10294
3.12163,10294,10321
3.12963,10321,10348
3.13763,10348,10375
3.14563,10375,10402
3.15363,10402,10429
3.16163,10429,10456
3.16963,10456,10483
3.17763,10483,10510
3.18563,10510,10537
3.19363,10537,10564
3.20163,10564,10591
3.20963,10591,10618
3.21763,10618,10645
3.22563,10645,10671
3.23363,10671,10697
3.24163,10697,10723
3.24963,10723,10749
3.25763,10749,10775
3.26563,10775,10801
3.27363,10801,10827
3.28163,10827,10853
3.29599,10853,3216
3.31431,3216,3305
3.32163,3305,3391
3.32963,3391,3475
3.33763,3475,3557
3.34563,3557,3637
3.35363,3637,3715
3.36163,3715,3792
3.36963,3792,3867
3.37763,3867,3941
3.38563,3941,4013
3.39363,4013,4084
3.40163,4084,4154
3.40963,4154,4223
3.41763,4223,4291
3.42563,4291,4357
3.43363,4357,4422
3.44163,4422,4486
3.44963,4486,4550
3.45763,4550,4613
3.46563,4613,4675
3.47363,4675,4736
3.48163,4736,4796
3.48963,4796,4855
3.49763,4855,4914
3.50563,4914,4972
3.51363,4972,5029
3.52163,5029,5086
3.52963,5086,5142
3.53763,5142,5197
3.54563,5197,5252
3.55363,5252,5306
3.56163,5306,5360
3.56963,5360,5413
3.57763,5413,5466
3.58563,5466,5518
3.59363,5518,5570
3.60164,5570,3216
3.62397,3216,3305
3.62563,3305,3391
3.63363,3391,3475
3.64163,3475,3557
3.64963,3557,3637
3.65763,3637,3715
3.66563,3715,3792
3.67363,3792,3867
3.68163,3867,3941
3.68963,3941,4013
3.69763,4013,4084
3.70563,4084,4154
3.71363,4154,4223
3.72163,4223,4291
3.72963,4291,4357
3.73763,4357,4422
3.74563,4422,4486
3.75363,4486,4550
3.76163,4550,4613
3.76963,4613,4675
3.77763,4675,4736
3.78563,4736,4796
3.79363,4796,4855
3.80163,4855,4914
3.80963,4914,4972
3.81763,4972,5029
3.82563,5029,5086
3.83363,5086,5142
3.84163,5142,5197
3.84963,5197,5252
3.85763,5252,5306
3.86563,5306,5360
3.87363,5360,5413
3.88163,5413,5466
3.88963,5466,5518
3.89763,5518,5570
3.90563,5570,5621
3.91363,5621,5672
3.92163,5672,5722
3.92963,5722,5772
3.93763,5772,5821
3.94563,5821,5870
3.95363,5870,5918
3.96163,5918,5966
3.96963,5966,6014
3.97763,6014,6061
3.98563,6061,6108
3.99363,6108,6155
4.00163,6155,6201
4.00963,6201,6247
4.01763,6247,6292
4.02563,6292,6337
4.03364,6337,3216
5.02563,3216,536
5.23969,536,1072
5.24767,1072,1608
5.25564,1608,2144
5.26267,2144,2680
5.26267,2680,2787
5.26456,2787,2890
5.27253,2890,2989
5.27956,2989,3085
5.2866,3085,3178
5.29363,3178,3268
5.30066,3268,3355
5.30674,3355,3440
5.31052,3440,3523
5.3166,3523,3604
5.32269,3604,3683
5.32647,3683,3761
5.33255,3761,3837
5.56163,3837,3911
5.56963,3911,3984
5.57763,3984,4056
5.59199,4056,2877
5.60959,2877,2976
5.61662,2976,3072
5.62397,3072,3165
5.62563,3165,3255
5.63363,3255,3343
5.64163,3343,3428
5.64963,3428,3511
5.65763,3511,3592
5.66563,3592,3671
5.67363,3671,3749
5.68163,3749,3825
5.68963,3825,3900
5.69763,3900,3973
5.70563,3973,4045
5.71363,4045,4116
5.72163,4116,4185
5.72963,4185,4253
5.73763,4253,4320
5.74563,4320,4386
5.75363,4386,4451
5.76163,4451,4515
5.76963,4515,4578
5.77763,4578,4640
5.78563,4640,4701
5.79363,4701,4762
5.80163,4762,4822
5.80963,4822,4881
5.81763,4881,4939
5.82563,4939,4997
5.83363,4997,5054
5.84163,5054,5110
5.84963,5110,5166
5.85763,5166,5221
5.86563,5221,5276
5.87363,5276,5330
5.88163,5330,5383
5.88963,5383,5436
5.89763,5436,5488
5.90563,5488,5540
5.91363,5540,5591
5.92163,5591,5642
5.92963,5642,5692
5.93763,5692,5742
5.94563,5742,5792
5.95363,5792,5841
5.96163,5841,5890
